State Abbreviation,Larceny-theft,Property crime,State,City,Burglary,Population 2000,Aggravated assault,Murder and non-negligent manslaughter,Arson,Forcible rape,Violent crime,Motor vehicle theft,County,latitude,longitude
TX,44.0,72.0,TX,Van,24.0,2362.0,0.0,0.0,1,0.0,2.0,4.0,Van Zandt County,32.5248565673828,-95.6371765136719
TX,147.0,157.0,TX,Lindale,8.0,2954.0,2.0,0.0,0,0.0,3.0,2.0,Smith County,32.5157012939453,-95.4094085693359
TX,70.0,99.0,TX,Canton,25.0,3292.0,0.0,0.0,0,0.0,0.0,4.0,Van Zandt County,32.556526184082,-95.8633041381836
TX,66.0,129.0,TX,Wilmer,46.0,3393.0,11.0,0.0,0,0.0,13.0,17.0,Dallas County,32.5890235900879,-96.6852722167969
TX,27.0,44.0,TX,Hallsville,11.0,2772.0,1.0,0.0,0,0.0,1.0,6.0,Harrison County,32.5043182373047,-94.5740966796875
TX,205.0,288.0,TX,Gladewater,57.0,6078.0,11.0,0.0,0,0.0,14.0,26.0,Gregg County,32.5365333557129,-94.9427108764648
TX,7.0,11.0,TX,Panhandle,4.0,2589.0,3.0,0.0,0,0.0,3.0,0.0,Carson County,35.3456077575684,-101.380439758301
TX,19.0,26.0,TX,Salado,4.0,-99999.0,0.0,0.0,0,0.0,1.0,3.0,Bell County,30.9476528167725,-97.5389022827148
TX,22.0,40.0,TX,Calvert,17.0,1426.0,7.0,0.0,0,0.0,7.0,1.0,Robertson County,30.9779663085938,-96.6738586425781
TX,119.0,176.0,TX,Madisonville,41.0,4159.0,13.0,0.0,1,0.0,21.0,16.0,Madison County,30.9499092102051,-95.91162109375
TX,61.0,82.0,TX,Trinity,17.0,2721.0,14.0,1.0,1,0.0,18.0,4.0,Trinity County,30.9451866149902,-95.3755035400391
TX,363.0,531.0,TX,Belton,150.0,14623.0,26.0,0.0,2,0.0,33.0,18.0,Bell County,31.0560092926025,-97.4644622802734
TX,13.0,25.0,TX,Rosebud,12.0,1493.0,0.0,0.0,0,0.0,0.0,0.0,Falls County,31.0729637145996,-96.9785995483398
TX,10.0,22.0,TX,Corrigan,12.0,1721.0,2.0,0.0,4,0.0,4.0,0.0,Polk County,30.9968585968018,-94.8271484375
TX,15.0,26.0,TX,San Saba,7.0,2637.0,4.0,0.0,0,0.0,4.0,4.0,San Saba County,31.195728302002,-98.7181015014648
TX,12.0,21.0,TX,Eden,9.0,2561.0,0.0,0.0,0,0.0,1.0,0.0,Concho County,31.2162742614746,-99.8456344604492
TX,2.0,5.0,TX,Bremond,3.0,876.0,4.0,0.0,0,0.0,4.0,0.0,Robertson County,31.1651821136475,-96.6769180297852
TX,15.0,21.0,TX,Bruceville-Eddy,5.0,1490.0,3.0,0.0,0,0.0,4.0,1.0,McLennan County,31.3051719665527,-97.2516708374023
TX,18.0,24.0,TX,Crane,6.0,3191.0,3.0,0.0,0,0.0,3.0,0.0,Crane County,31.3973617553711,-102.350135803223
TX,4.0,47.0,TX,Hudson,43.0,3792.0,3.0,0.0,0,0.0,3.0,0.0,Angelina County,31.3226852416992,-94.7782669067383
TX,19.0,29.0,TX,Argyle,7.0,2365.0,0.0,0.0,0,0.0,0.0,3.0,Denton County,33.1212310791016,-97.183349609375
TX,47.0,76.0,TX,Linden,25.0,2256.0,8.0,0.0,0,0.0,8.0,4.0,Cass County,33.0123481750488,-94.3654708862305
TX,31.0,59.0,TX,Daingerfield,26.0,2517.0,7.0,0.0,2,0.0,7.0,2.0,Morris County,33.031795501709,-94.7218780517578
TX,32.0,41.0,TX,Runaway Bay,9.0,1104.0,0.0,0.0,0,0.0,0.0,0.0,Wise County,33.167896270752,-97.8783721923828
TX,19.0,27.0,TX,Ponder,6.0,507.0,2.0,0.0,0,0.0,2.0,2.0,Denton County,33.1828994750977,-97.287239074707
TX,35.0,51.0,TX,Farmersville,13.0,3118.0,2.0,0.0,1,0.0,5.0,3.0,Collin County,33.163444519043,-96.359977722168
TX,122.0,149.0,TX,Prosper,24.0,2097.0,1.0,0.0,0,0.0,2.0,3.0,Collin County,33.2362289428711,-96.8011016845703
TX,74.0,99.0,TX,Melissa,24.0,1350.0,8.0,0.0,0,0.0,9.0,1.0,Collin County,33.285945892334,-96.5727691650391
TX,58.0,71.0,TX,Celina,11.0,1861.0,9.0,0.0,0,0.0,9.0,2.0,Collin County,33.3245544433594,-96.7844467163086
TX,40.0,77.0,TX,Olney,30.0,3396.0,2.0,0.0,1,0.0,2.0,7.0,Young County,33.3706665039062,-98.7528381347656
TX,13.0,19.0,TX,Knox City,5.0,1219.0,4.0,0.0,0,0.0,4.0,1.0,Knox County,33.418155670166,-99.818977355957
TX,3.0,5.0,TX,Ropesville,2.0,517.0,0.0,0.0,0,0.0,0.0,0.0,Hockley County,33.4134178161621,-102.154342651367
TX,14.0,25.0,TX,Munday,11.0,1527.0,8.0,0.0,0,0.0,8.0,0.0,Knox County,33.4492645263672,-99.6228637695312
TX,98.0,133.0,TX,Slaton,28.0,6109.0,14.0,0.0,1,0.0,16.0,7.0,Lubbock County,33.4373092651367,-101.643493652344
TX,0.0,7.0,TX,Spur,7.0,1088.0,0.0,2.0,0,0.0,2.0,0.0,Dickens County,33.4764785766602,-100.855682373047
TX,8.0,18.0,TX,Tioga,9.0,754.0,1.0,0.0,0,0.0,1.0,1.0,Grayson County,33.4667816162109,-96.918342590332
TX,9.0,10.0,TX,Ransom Canyon,0.0,1011.0,1.0,0.0,0,0.0,1.0,1.0,Lubbock County,33.5334167480469,-101.679611206055
TX,16.0,20.0,TX,Howe,2.0,2478.0,4.0,0.0,0,0.0,4.0,2.0,Grayson County,33.508716583252,-96.6122055053711
TX,40.0,64.0,TX,Wake Village,21.0,5129.0,0.0,1.0,0,0.0,3.0,3.0,Bowie County,33.4267959594727,-94.1063003540039
TX,6.0,20.0,TX,Collinsville,9.0,1235.0,2.0,0.0,0,0.0,2.0,5.0,Grayson County,33.5615005493164,-96.9111099243164
TX,162.0,207.0,TX,New Boston,36.0,4808.0,9.0,0.0,2,0.0,10.0,9.0,Bowie County,33.4598388671875,-94.4154815673828
TX,29.0,54.0,TX,De Kalb,25.0,1769.0,7.0,0.0,0,0.0,8.0,0.0,Bowie County,33.5087242126465,-94.6163177490234
TX,33.0,45.0,TX,Idalou,8.0,2157.0,5.0,0.0,0,0.0,5.0,4.0,Lubbock County,33.6664733886719,-101.682945251465
TX,2.0,4.0,TX,Lorenzo,2.0,1372.0,6.0,0.0,0,0.0,6.0,0.0,Crosby County,33.6706428527832,-101.535163879395
TX,2.0,3.0,TX,Oak Ridge,1.0,224.0,1.0,0.0,2,0.0,1.0,0.0,Cooke County,33.6481666564941,-97.0383529663086
TX,78.0,87.0,TX,Whitesboro,3.0,3760.0,3.0,0.0,0,0.0,3.0,6.0,Grayson County,33.6562156677246,-96.9069519042969
TX,56.0,64.0,TX,Shallowater,6.0,2086.0,1.0,0.0,1,0.0,1.0,2.0,Lubbock County,33.6889724731445,-101.998229980469
TX,34.0,57.0,TX,Clarksville,23.0,3883.0,4.0,0.0,1,0.0,5.0,0.0,Red River County,33.6106719970703,-95.0527191162109
TX,1.0,7.0,TX,New Deal,5.0,708.0,1.0,0.0,0,0.0,1.0,1.0,Lubbock County,33.7373046875,-101.836563110352
TX,35.0,47.0,TX,Reno,11.0,2767.0,1.0,0.0,0,0.0,1.0,1.0,Lamar County,33.6631660461426,-95.4624481201172
TX,33.0,52.0,TX,Pottsboro,13.0,1579.0,6.0,0.0,0,0.0,6.0,6.0,Grayson County,33.7592735290527,-96.6694412231445
TX,6.0,13.0,TX,Holliday,5.0,1632.0,0.0,0.0,0,0.0,0.0,2.0,Archer County,33.8162078857422,-98.6950531005859
TX,2.0,5.0,TX,Anton,0.0,1200.0,0.0,0.0,0,0.0,0.0,3.0,Hockley County,33.8112030029297,-102.163780212402
TX,1.0,3.0,TX,Crowell,2.0,1141.0,1.0,0.0,0,0.0,1.0,0.0,Foard County,33.9839744567871,-99.7248153686523
TX,19.0,42.0,TX,Floydada,21.0,3676.0,5.0,0.0,0,0.0,7.0,2.0,Floyd County,33.9845199584961,-101.33765411377
TX,1.0,8.0,TX,Paducah,7.0,1498.0,2.0,0.0,0,0.0,2.0,0.0,Cottle County,34.0122985839844,-100.302055358887
TX,81.0,145.0,TX,Burkburnett,63.0,10927.0,1.0,0.0,0,0.0,1.0,1.0,Wichita County,34.0978698730469,-98.5706176757812
TX,123.0,162.0,TX,Tulia,34.0,5117.0,37.0,0.0,1,0.0,39.0,5.0,Swisher County,34.5358924865723,-101.758514404297
TX,1.0,5.0,TX,Bovina,3.0,1874.0,1.0,0.0,0,0.0,3.0,1.0,Parmer County,34.5136833190918,-102.882995605469
TX,102.0,162.0,TX,Dimmitt,57.0,4375.0,8.0,0.0,2,0.0,9.0,3.0,Castro County,34.5508995056152,-102.311866760254
TX,21.0,34.0,TX,Friona,12.0,3854.0,7.0,0.0,0,0.0,7.0,1.0,Parmer County,34.6417388916016,-102.724105834961
TX,128.0,151.0,TX,Canyon,16.0,12875.0,9.0,0.0,0,0.0,10.0,7.0,Randall County,34.980339050293,-101.918792724609
TX,19.0,22.0,TX,Big Sandy,3.0,1288.0,2.0,0.0,0,0.0,2.0,0.0,Upshur County,32.5837516784668,-95.1088333129883
TX,16.0,22.0,TX,Hawkins,3.0,1331.0,2.0,0.0,1,0.0,2.0,3.0,Wood County,32.5884704589844,-95.2041091918945
TX,5.0,11.0,TX,East Mountain,3.0,580.0,2.0,0.0,0,0.0,2.0,3.0,Upshur County,32.59375,-94.8554916381836
TX,2.0,3.0,TX,Oak Ridge,1.0,400.0,1.0,0.0,2,0.0,1.0,0.0,Kaufman County,32.6573524475098,-96.2621994018555
TX,112.0,160.0,TX,Pantego,43.0,2318.0,3.0,0.0,0,0.0,5.0,5.0,Tarrant County,32.7143020629883,-97.1564025878906
TX,66.0,107.0,TX,Breckenridge,36.0,5868.0,3.0,0.0,0,0.0,4.0,5.0,Stephens County,32.7556838989258,-98.9022827148438
TX,59.0,68.0,TX,Grand Saline,9.0,3028.0,3.0,0.0,0,0.0,3.0,0.0,Van Zandt County,32.6734580993652,-95.7094039916992
TX,18.0,24.0,TX,Westover Hills,3.0,658.0,0.0,0.0,0,0.0,0.0,3.0,Tarrant County,32.7448501586914,-97.4136276245117
TX,85.0,105.0,TX,Hudson Oaks,16.0,1637.0,2.0,0.0,0,0.0,3.0,4.0,Parker County,32.7570686340332,-97.7066955566406
TX,43.0,117.0,TX,Cockrell Hill,34.0,4443.0,8.0,0.0,1,0.0,11.0,40.0,Dallas County,32.7362403869629,-96.8869552612305
TX,14.0,32.0,TX,Wills Point,16.0,3496.0,1.0,0.0,0,0.0,4.0,2.0,Van Zandt County,32.709300994873,-96.00830078125
TX,614.0,874.0,TX,White Settlement,213.0,14831.0,20.0,0.0,9,0.0,35.0,47.0,Tarrant County,32.7595710754395,-97.4583587646484
TX,558.0,647.0,TX,Lake Worth,57.0,4618.0,45.0,0.0,0,0.0,54.0,32.0,Tarrant County,32.8048515319824,-97.4450149536133
TX,18.0,26.0,TX,Lakeside,7.0,1040.0,0.0,0.0,0,0.0,0.0,1.0,Tarrant County,32.8223495483398,-97.4933547973633
TX,54.0,70.0,TX,Blue Mound,8.0,2388.0,1.0,0.0,0,0.0,1.0,8.0,Tarrant County,32.856517791748,-97.3389053344727
TX,231.0,302.0,TX,Colleyville,52.0,19636.0,7.0,0.0,0,0.0,9.0,19.0,Tarrant County,32.8809547424316,-97.1550064086914
TX,5.0,10.0,TX,Hawk Cove,3.0,457.0,3.0,0.0,1,0.0,3.0,2.0,Hunt County,32.8840103149414,-96.0810852050781
TX,35.0,47.0,TX,Reno,11.0,2441.0,1.0,0.0,0,0.0,1.0,1.0,Parker County,32.9442977905273,-97.5772476196289
TX,3.0,3.0,TX,O'Donnell,0.0,1011.0,0.0,0.0,0,0.0,0.0,0.0,Lynn County,32.9637107849121,-101.832656860352
TX,455.0,582.0,TX,Southlake,106.0,21519.0,10.0,0.0,3,0.0,13.0,21.0,Tarrant County,32.941234588623,-97.1341781616211
TX,20.0,40.0,TX,Quinlan,9.0,1370.0,4.0,0.0,0,0.0,4.0,11.0,Hunt County,32.910400390625,-96.1355285644531
TX,26.0,30.0,TX,Denver City,4.0,3985.0,2.0,0.0,0,0.0,2.0,0.0,Yoakum County,32.964542388916,-102.8291015625
TX,59.0,77.0,TX,Trophy Club,14.0,6350.0,1.0,0.0,1,0.0,3.0,4.0,Denton County,32.9979019165039,-97.1836166381836
TX,101.0,131.0,TX,Roanoke,22.0,2810.0,9.0,0.0,0,0.0,11.0,8.0,Denton County,33.0040130615234,-97.2258529663086
TX,34.0,54.0,TX,Winnsboro,20.0,3584.0,10.0,0.0,0,0.0,10.0,0.0,Wood County,32.9573402404785,-95.2902221679688
TX,55.0,75.0,TX,Lone Star,18.0,1631.0,7.0,0.0,0,0.0,7.0,2.0,Morris County,32.944019317627,-94.707145690918
TX,13.0,22.0,TX,Lavon,9.0,387.0,0.0,0.0,0,0.0,0.0,0.0,Collin County,33.0276184082031,-96.4341583251953
TX,7.0,13.0,TX,Double Oak,5.0,2179.0,1.0,0.0,0,0.0,1.0,1.0,Denton County,33.0651206970215,-97.1105728149414
TX,11.0,15.0,TX,Parker,2.0,1379.0,4.0,0.0,0,0.0,4.0,2.0,Collin County,33.0553970336914,-96.6219482421875
TX,42.0,65.0,TX,Haskell,18.0,3106.0,12.0,0.0,0,0.0,12.0,5.0,Haskell County,33.1576042175293,-99.7336959838867
TX,41.0,68.0,TX,Olton,26.0,2288.0,5.0,0.0,0,0.0,7.0,1.0,Lamb County,34.1834106445312,-102.134628295898
TX,2.0,5.0,TX,Kress,2.0,826.0,0.0,0.0,0,0.0,0.0,1.0,Swisher County,34.366455078125,-101.748519897461
TX,11.0,23.0,TX,Hart,11.0,1198.0,0.0,0.0,0,0.0,0.0,1.0,Castro County,34.3850708007812,-102.115745544434
TX,75.0,118.0,TX,Childress,33.0,6778.0,23.0,0.0,3,0.0,24.0,10.0,Childress County,34.426456451416,-100.204002380371
TX,1.0,2.0,TX,Gruver,1.0,1162.0,0.0,0.0,0,0.0,0.0,0.0,Hansford County,36.2650299072266,-101.406272888184
TX,87.0,111.0,TX,Perryton,20.0,7774.0,3.0,0.0,0,0.0,4.0,4.0,Ochiltree County,36.400032043457,-100.80265045166
TX,19.0,25.0,TX,Caddo Mills,6.0,1149.0,5.0,0.0,0,1.0,6.0,0.0,Hunt County,33.0656776428223,-96.2277526855469
TX,14.0,29.0,TX,Seagraves,14.0,2334.0,5.0,0.0,0,1.0,6.0,1.0,Gaines County,32.9442710876465,-102.564910888672
TX,48.0,89.0,TX,Stamford,33.0,3636.0,12.0,0.0,0,1.0,13.0,8.0,Jones County,32.9453887939453,-99.8028717041016
TX,2.0,9.0,TX,Hamlin,5.0,2248.0,4.0,0.0,0,1.0,6.0,2.0,Jones County,32.8848266601562,-100.126487731934
TX,309.0,394.0,TX,Gilmer,69.0,4799.0,12.0,0.0,1,1.0,20.0,16.0,Upshur County,32.7287483215332,-94.9424362182617
TX,24.0,36.0,TX,Willow Park,10.0,2849.0,0.0,0.0,0,1.0,1.0,2.0,Parker County,32.7626304626465,-97.6505889892578
TX,22.0,36.0,TX,Edgewood,13.0,1348.0,8.0,0.0,0,1.0,10.0,1.0,Van Zandt County,32.6981887817383,-95.8852462768555
TX,32.0,45.0,TX,Dalworthington Gard,11.0,2186.0,2.0,0.0,0,1.0,3.0,2.0,Tarrant County,32.7029151916504,-97.1552886962891
TX,379.0,522.0,TX,Benbrook,108.0,20208.0,14.0,2.0,4,1.0,28.0,35.0,Tarrant County,32.6731948852539,-97.460578918457
TX,447.0,589.0,TX,Hereford,113.0,14597.0,55.0,0.0,4,1.0,60.0,29.0,Deaf Smith County,34.8150596618652,-102.39769744873
TX,24.0,60.0,TX,Memphis,32.0,2479.0,6.0,0.0,0,1.0,7.0,4.0,Hall County,34.7247734069824,-100.53401184082
TX,53.0,76.0,TX,Lakeview,17.0,152.0,6.0,0.0,2,1.0,8.0,6.0,Hall County,34.6747741699219,-100.69930267334
TX,13.0,20.0,TX,Lockney,7.0,2056.0,4.0,0.0,0,1.0,5.0,0.0,Floyd County,34.12451171875,-101.441551208496
TX,43.0,82.0,TX,Electra,30.0,3168.0,2.0,0.0,1,1.0,3.0,9.0,Wichita County,34.0292625427246,-98.9189529418945
TX,26.0,36.0,TX,Abernathy,9.0,2839.0,1.0,0.0,0,1.0,2.0,1.0,Hale County,33.8322982788086,-101.842948913574
TX,41.0,63.0,TX,Nash,16.0,2169.0,3.0,2.0,0,1.0,6.0,6.0,Bowie County,33.4423446655273,-94.1307525634766
TX,11.0,19.0,TX,Bogata,7.0,1396.0,1.0,0.0,1,1.0,2.0,1.0,Red River County,33.4706687927246,-95.2138290405273
TX,38.0,52.0,TX,Queen City,12.0,1613.0,9.0,0.0,0,1.0,11.0,2.0,Cass County,33.148738861084,-94.1501922607422
TX,344.0,476.0,TX,Mount Pleasant,96.0,13935.0,30.0,0.0,1,1.0,41.0,36.0,Titus County,33.1567878723145,-94.9682769775391
TX,239.0,343.0,TX,Sulphur Springs,85.0,14551.0,26.0,0.0,6,1.0,29.0,19.0,Hopkins County,33.1384429931641,-95.6010665893555
TX,44.0,68.0,TX,Tahoka,21.0,2910.0,3.0,0.0,1,1.0,5.0,3.0,Lynn County,33.1667633056641,-101.793762207031
TX,8.0,9.0,TX,Northlake,1.0,921.0,0.0,0.0,0,1.0,1.0,0.0,Denton County,33.1273422241211,-97.2655792236328
TX,198.0,284.0,TX,Gatesville,70.0,15591.0,22.0,0.0,3,1.0,26.0,16.0,Coryell County,31.4351634979248,-97.7439041137695
TX,26.0,42.0,TX,Lorena,15.0,1433.0,0.0,0.0,0,1.0,1.0,1.0,McLennan County,31.3865604400635,-97.2155609130859
TX,56.0,110.0,TX,Nolanville,43.0,2150.0,5.0,0.0,0,1.0,7.0,11.0,Bell County,31.0787868499756,-97.6055679321289
TX,16.0,21.0,TX,Shamrock,3.0,2029.0,0.0,1.0,0,1.0,3.0,2.0,Wheeler County,35.2142181396484,-100.249008178711
TX,96.0,138.0,TX,White Oak,31.0,5624.0,3.0,0.0,0,1.0,5.0,11.0,Gregg County,32.5279235839844,-94.8613204956055
TX,153.0,318.0,TX,Glenn Heights,141.0,7224.0,26.0,0.0,3,1.0,31.0,24.0,Dallas County,32.5511131286621,-96.8541488647461
TX,50.0,82.0,TX,Ferris,28.0,2175.0,2.0,1.0,1,1.0,5.0,4.0,Ellis County,32.5340270996094,-96.6655578613281
TX,28.0,46.0,TX,Ovilla,14.0,3405.0,0.0,0.0,1,1.0,2.0,4.0,Ellis County,32.5265274047852,-96.8863906860352
TX,25.0,31.0,TX,Palmer,3.0,1774.0,4.0,0.0,0,1.0,5.0,3.0,Ellis County,32.4312515258789,-96.6677703857422
TX,20.0,30.0,TX,Tatum,9.0,1175.0,1.0,0.0,0,1.0,2.0,1.0,Rusk County,32.3159866333008,-94.5165939331055
TX,24.0,42.0,TX,Tye,14.0,1158.0,1.0,0.0,1,1.0,2.0,4.0,Taylor County,32.4576225280762,-99.8714752197266
TX,45.0,69.0,TX,Clyde,14.0,3345.0,9.0,0.0,0,1.0,10.0,10.0,Callahan County,32.4059562683105,-99.4936904907227
TX,81.0,123.0,TX,Cisco,30.0,3851.0,6.0,0.0,0,1.0,7.0,12.0,Eastland County,32.3881912231445,-98.9792327880859
TX,74.0,97.0,TX,Seven Points,18.0,1145.0,12.0,0.0,0,1.0,14.0,5.0,Henderson County,32.3204231262207,-96.2130355834961
TX,86.0,114.0,TX,Nassau Bay,21.0,4170.0,6.0,0.0,0,1.0,11.0,7.0,Harris County,29.5446701049805,-95.0910339355469
TX,58.0,81.0,TX,Eagle Lake,23.0,3664.0,17.0,0.0,1,1.0,21.0,0.0,Colorado County,29.5896778106689,-96.3335723876953
TX,192.0,221.0,TX,Selma,20.0,788.0,9.0,0.0,0,1.0,14.0,9.0,Bexar County,29.5826396942139,-98.3147048950195
TX,298.0,363.0,TX,Windcrest,49.0,5105.0,12.0,0.0,1,1.0,17.0,16.0,Bexar County,29.515510559082,-98.3802871704102
TX,26.0,39.0,TX,Olmos Park,6.0,2343.0,0.0,0.0,1,1.0,2.0,7.0,Bexar County,29.4788398742676,-98.4875183105469
TX,297.0,375.0,TX,Wharton,69.0,9237.0,45.0,0.0,2,1.0,50.0,9.0,Wharton County,29.311637878418,-96.1027374267578
TX,20.0,27.0,TX,Stanton,6.0,2556.0,1.0,0.0,0,1.0,3.0,1.0,Martin County,32.1292915344238,-101.788475036621
TX,42.0,62.0,TX,Kermit,18.0,5714.0,9.0,0.0,1,1.0,10.0,2.0,Winkler County,31.8576259613037,-103.092658996582
TX,141.0,201.0,TX,Horizon City,32.0,5233.0,19.0,0.0,9,1.0,20.0,28.0,El Paso County,31.6926116943359,-106.207473754883
TX,34.0,57.0,TX,San Augustine,20.0,2475.0,19.0,0.0,0,1.0,20.0,3.0,San Augustine County,31.5299015045166,-94.1060256958008
TX,55.0,86.0,TX,Mart,26.0,2273.0,3.0,0.0,0,1.0,4.0,5.0,McLennan County,31.5423889160156,-96.8335952758789
TX,9.0,11.0,TX,Riesel,1.0,973.0,1.0,0.0,0,1.0,2.0,1.0,McLennan County,31.474889755249,-96.9233245849609
TX,184.0,230.0,TX,Robinson,42.0,7845.0,6.0,0.0,0,1.0,12.0,4.0,McLennan County,31.4676685333252,-97.1147155761719
TX,50.0,69.0,TX,Llano,16.0,3325.0,3.0,0.0,0,1.0,4.0,3.0,Llano County,30.759349822998,-98.6750335693359
TX,33.0,52.0,TX,Granite Shoals,12.0,2040.0,3.0,0.0,0,1.0,4.0,7.0,Burnet County,30.5890789031982,-98.383918762207
TX,250.0,306.0,TX,Marble Falls,42.0,4959.0,15.0,0.0,1,1.0,18.0,14.0,Burnet County,30.5782489776611,-98.2727966308594
TX,40.0,59.0,TX,Horseshoe Bay,14.0,-99999.0,0.0,0.0,0,1.0,1.0,5.0,Llano County,30.5372982025146,-98.3551025390625
TX,54.0,83.0,TX,Kountze,21.0,2115.0,6.0,0.0,0,1.0,9.0,8.0,Hardin County,30.3715972900391,-94.3124084472656
TX,143.0,222.0,TX,Willis,54.0,3985.0,18.0,0.0,0,1.0,27.0,25.0,Montgomery County,30.4249267578125,-95.4799423217773
TX,56.0,71.0,TX,Junction,14.0,2618.0,23.0,0.0,2,1.0,24.0,1.0,Kimble County,30.4893589019775,-99.7720108032227
TX,23.0,30.0,TX,Montgomery,7.0,489.0,1.0,0.0,0,1.0,2.0,0.0,Montgomery County,30.3882656097412,-95.6963348388672
TX,8.0,12.0,TX,Onalaska,2.0,1174.0,0.0,0.0,0,1.0,1.0,2.0,Polk County,30.8049068450928,-95.1063690185547
TX,45.0,81.0,TX,Alpine,32.0,5786.0,12.0,0.0,0,1.0,13.0,4.0,Brewster County,30.3584880828857,-103.661018371582
TX,120.0,156.0,TX,Lakeway,31.0,8002.0,6.0,0.0,0,1.0,7.0,5.0,Travis County,30.3679809570312,-97.9916763305664
