State Abbreviation,Larceny-theft,Property crime,State,City,Burglary,Population 2000,Aggravated assault,Murder and non-negligent manslaughter,Arson,Forcible rape,Violent crime,Motor vehicle theft,County,latitude,longitude
TX,15.0,25.0,TX,Magnolia,7.0,1111.0,2.0,0.0,0,1.0,7.0,3.0,Montgomery County,30.2093830108643,-95.7507858276367
TX,32.0,42.0,TX,Sour Lake,6.0,1667.0,2.0,0.0,0,1.0,3.0,4.0,Hardin County,30.1402111053467,-94.411018371582
TX,10.0,18.0,TX,Mustang Ridge,6.0,785.0,3.0,0.0,0,1.0,4.0,2.0,Travis County,30.056884765625,-97.6911087036133
TX,88.0,118.0,TX,Bellville,25.0,3794.0,3.0,0.0,0,1.0,4.0,5.0,Austin County,29.9502258300781,-96.2571868896484
TX,45.0,91.0,TX,La Grange,45.0,4478.0,2.0,0.0,0,1.0,5.0,1.0,Fayette County,29.9055042266846,-96.8766479492188
TX,228.0,363.0,TX,Jacinto City,93.0,10302.0,65.0,1.0,1,1.0,79.0,42.0,Harris County,29.7674465179443,-95.2338256835938
TX,44.0,112.0,TX,Brookshire,50.0,3450.0,9.0,1.0,0,1.0,18.0,18.0,Waller County,29.786060333252,-95.9510650634766
TX,193.0,232.0,TX,Sealy,23.0,5248.0,12.0,0.0,0,1.0,18.0,16.0,Austin County,29.7807922363281,-96.1571731567383
TX,302.0,390.0,TX,Bellaire,74.0,15642.0,4.0,0.0,1,1.0,24.0,14.0,Harris County,29.7057914733887,-95.4588317871094
TX,176.0,218.0,TX,Boerne,33.0,6178.0,10.0,1.0,0,1.0,13.0,9.0,Kendall County,29.7946586608887,-98.7319717407227
TX,9.0,11.0,TX,Flatonia,0.0,1377.0,2.0,0.0,0,1.0,3.0,2.0,Fayette County,29.6877326965332,-97.1085968017578
TX,83.0,107.0,TX,West Columbia,19.0,4255.0,4.0,0.0,0,1.0,5.0,5.0,Brazoria County,29.1438579559326,-95.6452178955078
TX,119.0,143.0,TX,Devine,20.0,4140.0,3.0,0.0,0,1.0,4.0,4.0,Medina County,29.1399612426758,-98.9053039550781
TX,58.0,86.0,TX,Sweeny,22.0,3624.0,7.0,1.0,1,1.0,9.0,6.0,Brazoria County,29.0388603210449,-95.6985626220703
TX,41.0,51.0,TX,Karnes City,9.0,3457.0,6.0,0.0,1,1.0,7.0,1.0,Karnes County,28.8849754333496,-97.9008407592773
TX,147.0,193.0,TX,Sinton,43.0,5676.0,9.0,1.0,3,1.0,13.0,3.0,San Patricio County,28.0366840362549,-97.509162902832
TX,47.0,71.0,TX,Premont,18.0,2772.0,5.0,0.0,0,1.0,6.0,6.0,Jim Wells County,27.360595703125,-98.1236114501953
TX,63.0,98.0,TX,Los Fresnos,31.0,4512.0,3.0,0.0,2,1.0,5.0,4.0,Cameron County,26.0717449188232,-97.4763717651367
TX,182.0,294.0,TX,Hidalgo,66.0,7322.0,19.0,1.0,1,2.0,27.0,46.0,Hidalgo County,26.1003551483154,-98.263069152832
TX,2206.0,2769.0,TX,Mission,275.0,45408.0,36.0,2.0,2,2.0,64.0,288.0,Hidalgo County,26.2159118652344,-98.3252868652344
TX,13.0,27.0,TX,Penitas,12.0,1167.0,4.0,0.0,0,2.0,7.0,2.0,Hidalgo County,26.2306308746338,-98.4447402954102
TX,26.0,122.0,TX,Sullivan City,89.0,3998.0,8.0,1.0,1,2.0,12.0,7.0,Hidalgo County,26.2775688171387,-98.5636291503906
TX,133.0,212.0,TX,Falfurrias,74.0,5297.0,23.0,0.0,5,2.0,28.0,5.0,Brooks County,27.2269897460938,-98.144172668457
TX,568.0,701.0,TX,Lake Jackson,110.0,26386.0,22.0,0.0,2,2.0,33.0,23.0,Brazoria County,29.0338554382324,-95.4343948364258
TX,75.0,104.0,TX,Brazoria,14.0,2787.0,9.0,0.0,0,2.0,13.0,15.0,Brazoria County,29.0444183349609,-95.5691146850586
TX,91.0,138.0,TX,Columbus,42.0,3916.0,18.0,0.0,4,2.0,20.0,5.0,Colorado County,29.7066249847412,-96.5396881103516
TX,201.0,252.0,TX,Hedwig Village,33.0,2334.0,4.0,0.0,0,2.0,12.0,18.0,Harris County,29.7774486541748,-95.5171585083008
TX,373.0,434.0,TX,Bastrop,43.0,5340.0,11.0,0.0,0,2.0,17.0,18.0,Bastrop County,30.1104965209961,-97.3152694702148
TX,300.0,506.0,TX,Port Neches,173.0,13601.0,9.0,0.0,11,2.0,12.0,33.0,Jefferson County,29.9913234710693,-93.9585037231445
TX,142.0,212.0,TX,Dayton,46.0,5709.0,8.0,0.0,1,2.0,13.0,24.0,Liberty County,30.0466060638428,-94.8852081298828
TX,230.0,314.0,TX,West Orange,66.0,4111.0,5.0,0.0,1,2.0,10.0,18.0,Orange County,30.0821495056152,-93.7582244873047
TX,40.0,48.0,TX,Marfa,6.0,2121.0,2.0,0.0,1,2.0,4.0,2.0,Presidio County,30.3079395294189,-104.019065856934
TX,294.0,382.0,TX,Lumberton,76.0,8731.0,14.0,0.0,0,2.0,19.0,12.0,Hardin County,30.2657699584961,-94.1996231079102
TX,317.0,403.0,TX,Taylor,68.0,13575.0,28.0,0.0,3,2.0,33.0,18.0,Williamson County,30.5707607269287,-97.4094467163086
TX,79.0,119.0,TX,Rockdale,32.0,5439.0,14.0,0.0,0,2.0,19.0,8.0,Milam County,30.6554775238037,-97.0013732910156
TX,72.0,107.0,TX,Burnet,31.0,4735.0,12.0,0.0,0,2.0,14.0,4.0,Burnet County,30.7582416534424,-98.2283630371094
TX,138.0,179.0,TX,Hearne,35.0,4690.0,25.0,0.0,3,2.0,28.0,6.0,Robertson County,30.8785209655762,-96.5930328369141
TX,121.0,166.0,TX,Woodway,39.0,8733.0,7.0,0.0,1,2.0,9.0,6.0,McLennan County,31.5059967041016,-97.2050018310547
TX,71.0,104.0,TX,Comanche,31.0,4482.0,6.0,2.0,1,2.0,10.0,2.0,Comanche County,31.897367477417,-98.6036605834961
TX,214.0,301.0,TX,Center,70.0,5678.0,21.0,2.0,0,2.0,27.0,17.0,Shelby County,31.7954540252686,-94.179084777832
TX,257.0,371.0,TX,Universal City,79.0,14849.0,22.0,0.0,4,2.0,30.0,35.0,Bexar County,29.5480079650879,-98.2911224365234
TX,235.0,393.0,TX,Sweetwater,147.0,11415.0,22.0,1.0,0,2.0,36.0,11.0,Nolan County,32.470947265625,-100.405944824219
TX,62.0,83.0,TX,Joshua,20.0,4528.0,6.0,0.0,0,2.0,13.0,1.0,Johnson County,32.4615325927734,-97.3880767822266
TX,293.0,356.0,TX,Dumas,54.0,13747.0,23.0,0.0,1,2.0,28.0,9.0,Moore County,35.8655967712402,-101.973236083984
TX,25.0,28.0,TX,Spearman,3.0,3021.0,9.0,0.0,0,2.0,11.0,0.0,Hansford County,36.1983642578125,-101.192375183105
TX,45.0,122.0,TX,Brady,76.0,5523.0,24.0,0.0,1,2.0,26.0,1.0,McCulloch County,31.1351680755615,-99.3350524902344
TX,265.0,359.0,TX,Crockett,81.0,7141.0,46.0,0.0,0,2.0,52.0,13.0,Houston County,31.3182411193848,-95.4566116333008
TX,23.0,37.0,TX,Huntington,12.0,2068.0,3.0,1.0,0,2.0,6.0,2.0,Angelina County,31.2776870727539,-94.5765991210938
TX,80.0,125.0,TX,McGregor,43.0,4727.0,17.0,0.0,1,2.0,21.0,2.0,McLennan County,31.444055557251,-97.4091796875
TX,99.0,162.0,TX,Pittsburg,55.0,4347.0,17.0,1.0,0,2.0,26.0,8.0,Camp County,32.9954071044922,-94.9657745361328
TX,64.0,79.0,TX,Royse City,11.0,2957.0,4.0,0.0,1,2.0,8.0,4.0,Rockwall County,32.9751205444336,-96.3324813842773
TX,624.0,829.0,TX,Coppell,145.0,35958.0,16.0,0.0,3,2.0,29.0,60.0,Dallas County,32.9545669555664,-97.0149993896484
TX,50.0,79.0,TX,Springtown,29.0,2062.0,16.0,0.0,0,2.0,19.0,0.0,Parker County,32.9659538269043,-97.6836318969727
TX,33.0,54.0,TX,West Tawakoni,17.0,1462.0,6.0,0.0,0,2.0,8.0,4.0,Hunt County,32.8937301635742,-96.029411315918
TX,388.0,521.0,TX,Azle,108.0,9600.0,26.0,0.0,4,2.0,37.0,25.0,Parker County,32.8951263427734,-97.5458602905273
TX,51.0,74.0,TX,Jefferson,17.0,2024.0,10.0,0.0,0,2.0,16.0,6.0,Marion County,32.7573623657227,-94.3451919555664
TX,394.0,483.0,TX,University Park,70.0,23324.0,9.0,0.0,0,2.0,20.0,19.0,Dallas County,32.8501243591309,-96.8002853393555
TX,26.0,39.0,TX,Quitman,10.0,2030.0,5.0,0.0,1,2.0,8.0,3.0,Wood County,32.795955657959,-95.451057434082
TX,491.0,665.0,TX,Watauga,127.0,21908.0,29.0,0.0,5,2.0,53.0,47.0,Tarrant County,32.85791015625,-97.2547302246094
TX,364.0,490.0,TX,Saginaw,84.0,12374.0,20.0,1.0,2,2.0,32.0,42.0,Tarrant County,32.8601264953613,-97.3639068603516
TX,67.0,71.0,TX,Hickory Creek,1.0,2078.0,2.0,0.0,0,2.0,6.0,3.0,Denton County,33.1223411560059,-97.0430679321289
TX,131.0,217.0,TX,Lamesa,74.0,9952.0,46.0,0.0,0,2.0,53.0,12.0,Dawson County,32.7375984191895,-101.950996398926
TX,67.0,86.0,TX,Seminole,18.0,5910.0,1.0,1.0,0,2.0,7.0,1.0,Gaines County,32.718994140625,-102.644905090332
TX,25.0,37.0,TX,Jacksboro,10.0,4533.0,1.0,0.0,1,2.0,3.0,2.0,Jack County,33.2184448242188,-98.1586532592773
TX,56.0,91.0,TX,Hutchins,17.0,2805.0,10.0,0.0,0,2.0,17.0,18.0,Dallas County,32.6493034362793,-96.7130584716797
TX,387.0,616.0,TX,Seagoville,152.0,10823.0,24.0,0.0,0,2.0,38.0,77.0,Dallas County,32.6395721435547,-96.538330078125
TX,216.0,275.0,TX,Decatur,42.0,5201.0,9.0,0.0,0,2.0,13.0,17.0,Wise County,33.2342872619629,-97.5861358642578
TX,84.0,121.0,TX,Anna,32.0,1225.0,1.0,0.0,1,2.0,4.0,5.0,Collin County,33.3489990234375,-96.5485992431641
TX,52.0,85.0,TX,Pilot Point,28.0,3538.0,8.0,0.0,0,2.0,10.0,5.0,Denton County,33.3965034484863,-96.960563659668
TX,53.0,68.0,TX,Van Alstyne,12.0,2502.0,4.0,0.0,1,2.0,6.0,3.0,Grayson County,33.421501159668,-96.5772094726562
TX,44.0,60.0,TX,Wolfforth,10.0,2554.0,2.0,0.0,1,2.0,5.0,6.0,Lubbock County,33.5059127807617,-102.009063720703
TX,8.0,15.0,TX,Hooks,6.0,2973.0,2.0,1.0,0,2.0,5.0,1.0,Bowie County,33.4662322998047,-94.2885284423828
TX,40.0,62.0,TX,Nocona,17.0,3198.0,2.0,0.0,0,2.0,4.0,5.0,Montague County,33.7867736816406,-97.7258682250977
TX,76.0,115.0,TX,Iowa Park,30.0,6431.0,3.0,0.0,0,2.0,5.0,9.0,Wichita County,33.9514846801758,-98.6686630249023
TX,7.0,12.0,TX,Hale Center,4.0,2263.0,2.0,0.0,0,3.0,5.0,1.0,Hale County,34.0642471313477,-101.843780517578
TX,112.0,162.0,TX,Princeton,37.0,3477.0,10.0,0.0,3,3.0,16.0,13.0,Collin County,33.1801147460938,-96.498046875
TX,147.0,191.0,TX,Bridgeport,35.0,4309.0,10.0,0.0,0,3.0,14.0,9.0,Wise County,33.2101135253906,-97.754753112793
TX,102.0,145.0,TX,Lake Dallas,32.0,6166.0,10.0,0.0,0,3.0,15.0,11.0,Denton County,33.1192932128906,-97.0255737304688
TX,1153.0,1607.0,TX,Euless,298.0,46005.0,64.0,0.0,9,3.0,103.0,156.0,Tarrant County,32.8370704650879,-97.0819625854492
TX,10.0,18.0,TX,Pelican Bay,7.0,1505.0,10.0,0.0,1,3.0,13.0,1.0,Tarrant County,32.920955657959,-97.5183563232422
TX,755.0,1192.0,TX,Farmers Branch,238.0,27508.0,32.0,1.0,1,3.0,65.0,199.0,Dallas County,32.9265174865723,-96.896110534668
TX,147.0,190.0,TX,Sachse,33.0,9751.0,8.0,0.0,0,3.0,11.0,10.0,Dallas County,32.9762306213379,-96.5952682495117
TX,242.0,298.0,TX,Graham,44.0,8716.0,10.0,0.0,3,3.0,15.0,12.0,Young County,33.1070556640625,-98.5895080566406
TX,67.0,85.0,TX,Highland Village,17.0,12173.0,8.0,0.0,0,3.0,13.0,1.0,Denton County,33.0917930603027,-97.0466766357422
TX,90.0,140.0,TX,Muleshoe,44.0,4530.0,15.0,0.0,0,3.0,18.0,6.0,Bailey County,34.2264709472656,-102.723823547363
TX,145.0,214.0,TX,Dalhart,60.0,7237.0,29.0,0.0,0,3.0,37.0,9.0,Dallam County,36.0594749450684,-102.513252258301
TX,177.0,262.0,TX,Midlothian,63.0,7480.0,13.0,0.0,0,3.0,18.0,22.0,Ellis County,32.4823570251465,-96.9944534301758
TX,113.0,158.0,TX,Colorado City,39.0,4281.0,28.0,0.0,0,3.0,32.0,6.0,Mitchell County,32.3881797790527,-100.864555358887
TX,61.0,83.0,TX,Whitehouse,14.0,5346.0,8.0,0.0,3,3.0,11.0,8.0,Smith County,32.2268218994141,-95.2255096435547
TX,204.0,282.0,TX,Luling,63.0,5080.0,13.0,0.0,2,3.0,25.0,15.0,Caldwell County,29.6805095672607,-97.6474914550781
TX,81.0,96.0,TX,Kemah,9.0,2330.0,6.0,0.0,0,3.0,10.0,6.0,Galveston County,29.5427284240723,-95.0204849243164
TX,474.0,576.0,TX,Live Oak,54.0,9156.0,18.0,0.0,1,3.0,27.0,48.0,Bexar County,29.5652294158936,-98.3364028930664
TX,63.0,90.0,TX,Dublin,21.0,3754.0,11.0,0.0,2,3.0,15.0,6.0,Erath County,32.0851402282715,-98.3419876098633
TX,163.0,268.0,TX,Fort Stockton,94.0,7846.0,14.0,0.0,1,3.0,18.0,11.0,Pecos County,30.8940448760986,-102.879325866699
TX,159.0,241.0,TX,Hempstead,61.0,4691.0,27.0,1.0,2,3.0,37.0,21.0,Waller County,30.0974369049072,-96.0782928466797
TX,115.0,146.0,TX,Smithville,29.0,3901.0,18.0,0.0,2,3.0,24.0,2.0,Bastrop County,30.0085506439209,-97.1594390869141
TX,149.0,175.0,TX,Mont Belvieu,13.0,2324.0,1.0,0.0,1,3.0,6.0,13.0,Chambers County,29.8477210998535,-94.8907623291016
TX,204.0,251.0,TX,Floresville,43.0,5868.0,15.0,0.0,2,3.0,18.0,4.0,Wilson County,29.1335735321045,-98.1561126708984
TX,651.0,894.0,TX,Bay City,210.0,18667.0,104.0,1.0,2,3.0,166.0,33.0,Matagorda County,28.9827556610107,-95.9694061279297
TX,858.0,1275.0,TX,Kingsville,372.0,25575.0,223.0,0.0,0,3.0,245.0,45.0,Kleberg County,27.5158729553223,-97.8561019897461
TX,263.0,430.0,TX,Rio Grande City,100.0,11923.0,15.0,0.0,0,3.0,25.0,67.0,Starr County,26.3797836303711,-98.8203048706055
TX,33.0,79.0,TX,Combes,38.0,2553.0,11.0,0.0,0,3.0,16.0,8.0,Cameron County,26.2486801147461,-97.7338790893555
TX,247.0,354.0,TX,Kaufman,77.0,6490.0,12.0,1.0,1,4.0,20.0,30.0,Kaufman County,32.5890235900879,-96.3088684082031
TX,198.0,342.0,TX,Kennedale,120.0,5850.0,33.0,0.0,3,4.0,42.0,24.0,Tarrant County,32.6468048095703,-97.2258529663086
TX,220.0,307.0,TX,Forney,60.0,5588.0,11.0,0.0,0,4.0,17.0,27.0,Kaufman County,32.7481880187988,-96.4719390869141
TX,248.0,379.0,TX,Bonham,117.0,9990.0,46.0,0.0,1,4.0,50.0,14.0,Fannin County,33.5773277282715,-96.1783142089844
TX,427.0,514.0,TX,La Feria,85.0,6115.0,17.0,0.0,0,4.0,21.0,2.0,Cameron County,26.1589622497559,-97.8238830566406
TX,216.0,326.0,TX,Richland Hills,69.0,8132.0,14.0,0.0,0,4.0,24.0,41.0,Tarrant County,32.8159599304199,-97.2280731201172
TX,166.0,238.0,TX,Corinth,54.0,-99999.0,9.0,0.0,0,4.0,16.0,18.0,Jones County,32.8544845581055,-99.8700866699219
TX,634.0,876.0,TX,Stafford,147.0,15681.0,45.0,2.0,0,4.0,84.0,95.0,Fort Bend County,29.6160640716553,-95.5577239990234
TX,82.0,107.0,TX,Heath,22.0,4149.0,9.0,0.0,0,4.0,13.0,3.0,Rockwall County,32.8365173339844,-96.474983215332
TX,131.0,164.0,TX,Cibolo,26.0,3035.0,8.0,0.0,2,4.0,12.0,7.0,Guadalupe County,29.5616188049316,-98.2269592285156
TX,48.0,69.0,TX,Poteet,18.0,3305.0,11.0,0.0,0,4.0,17.0,3.0,Atascosa County,29.0405254364014,-98.5680770874023
TX,579.0,705.0,TX,Leon Valley,81.0,9239.0,17.0,0.0,0,4.0,33.0,45.0,Bexar County,29.495231628418,-98.6186294555664
TX,519.0,661.0,TX,Balcones Heights,102.0,3016.0,34.0,0.0,0,4.0,56.0,40.0,Bexar County,29.4880104064941,-98.5516891479492
TX,309.0,387.0,TX,El Campo,62.0,10945.0,20.0,0.0,4,4.0,39.0,16.0,Wharton County,29.1966419219971,-96.2696838378906
TX,20.0,42.0,TX,Fair Oaks Ranch,22.0,4695.0,12.0,0.0,0,4.0,16.0,0.0,Comal County,29.7457809448242,-98.6433563232422
TX,304.0,497.0,TX,La Porte,113.0,31880.0,78.0,0.0,27,4.0,90.0,80.0,Harris County,29.6657886505127,-95.0193786621094
TX,301.0,406.0,TX,Lockhart,92.0,11615.0,67.0,0.0,3,4.0,77.0,13.0,Caldwell County,29.8849411010742,-97.6699981689453
TX,133.0,181.0,TX,Giddings,44.0,5105.0,23.0,0.0,0,4.0,27.0,4.0,Lee County,30.1827163696289,-96.9363708496094
TX,152.0,204.0,TX,Hewitt,46.0,11085.0,11.0,0.0,2,4.0,17.0,6.0,McLennan County,31.4623870849609,-97.1958389282227
TX,75.0,117.0,TX,Marlin,31.0,6628.0,14.0,0.0,0,4.0,24.0,11.0,Falls County,31.3062858581543,-96.8980484008789
TX,68.0,131.0,TX,Diboll,55.0,5470.0,13.0,0.0,2,4.0,18.0,8.0,Angelina County,31.187126159668,-94.7810363769531
TX,166.0,238.0,TX,Corinth,54.0,11325.0,9.0,0.0,0,4.0,16.0,18.0,Denton County,33.1540107727051,-97.0647277832031
TX,171.0,224.0,TX,Cameron,47.0,5634.0,7.0,0.0,2,4.0,15.0,6.0,Milam County,30.85325050354,-96.976936340332
TX,104.0,140.0,TX,Little Elm,22.0,3646.0,15.0,0.0,0,4.0,20.0,14.0,Denton County,33.1599769592285,-96.9277420043945
TX,292.0,420.0,TX,Navasota,107.0,6789.0,23.0,0.0,1,5.0,36.0,21.0,Grimes County,30.3879852294922,-96.0877380371094
TX,527.0,790.0,TX,Harker Heights,217.0,17308.0,9.0,0.0,1,5.0,27.0,46.0,Bell County,31.0835075378418,-97.6597290039062
TX,286.0,469.0,TX,Vidor,125.0,11440.0,24.0,0.0,1,5.0,37.0,58.0,Orange County,30.1316013336182,-94.0154571533203
TX,385.0,486.0,TX,Mexia,86.0,6563.0,23.0,0.0,2,5.0,41.0,15.0,Limestone County,31.6798877716064,-96.4822006225586
TX,497.0,605.0,TX,Vernon,90.0,11660.0,58.0,0.0,12,5.0,74.0,18.0,Wilbarger County,34.1545295715332,-99.2650756835938
TX,167.0,263.0,TX,Galena Park,75.0,10592.0,20.0,0.0,0,5.0,32.0,21.0,Harris County,29.7335586547852,-95.2302169799805
TX,154.0,219.0,TX,Atlanta,55.0,5745.0,21.0,0.0,0,5.0,36.0,10.0,Cass County,33.1137390136719,-94.1643600463867
TX,50.0,58.0,TX,Hallettsville,6.0,2345.0,8.0,0.0,1,5.0,13.0,2.0,Lavaca County,29.4438514709473,-96.9410858154297
TX,886.0,1177.0,TX,Uvalde,268.0,14929.0,67.0,1.0,10,5.0,85.0,23.0,Uvalde County,29.2096786499023,-99.7861633300781
TX,101.0,133.0,TX,Edna,29.0,5899.0,10.0,0.0,1,5.0,15.0,3.0,Jackson County,28.9785919189453,-96.6460800170898
TX,413.0,562.0,TX,Wylie,121.0,15132.0,20.0,0.0,1,5.0,28.0,28.0,Collin County,33.0151176452637,-96.5388793945312
TX,955.0,1280.0,TX,Addison,190.0,14166.0,60.0,3.0,4,5.0,104.0,135.0,Dallas County,32.9617919921875,-96.8291702270508
TX,124.0,189.0,TX,Seabrook,49.0,9443.0,25.0,0.0,0,5.0,33.0,16.0,Harris County,29.5641193389893,-95.0254898071289
TX,59.0,89.0,TX,Malakoff,19.0,2257.0,8.0,0.0,0,5.0,14.0,11.0,Henderson County,32.1695938110352,-96.0124664306641
TX,793.0,1128.0,TX,Denison,270.0,22773.0,63.0,1.0,0,5.0,92.0,65.0,Grayson County,33.7556648254395,-96.5366592407227
TX,88.0,114.0,TX,Alvarado,20.0,3288.0,7.0,0.0,1,5.0,12.0,6.0,Johnson County,32.4065322875977,-97.2116775512695
TX,793.0,1045.0,TX,Donna,176.0,14768.0,67.0,2.0,6,5.0,90.0,76.0,Hidalgo County,26.170352935791,-98.0519485473633
TX,125.0,200.0,TX,River Oaks,60.0,6985.0,8.0,0.0,0,5.0,13.0,15.0,Tarrant County,32.7770690917969,-97.3944702148438
TX,290.0,358.0,TX,Bowie,47.0,5219.0,12.0,0.0,1,5.0,19.0,21.0,Montague County,33.5589981079102,-97.8486404418945
TX,429.0,670.0,TX,Mercedes,170.0,13649.0,56.0,0.0,10,5.0,69.0,71.0,Hidalgo County,26.1497936248779,-97.9136047363281
TX,835.0,1415.0,TX,DeSoto,446.0,37646.0,61.0,2.0,9,6.0,103.0,134.0,Dallas County,32.5898590087891,-96.8569412231445
TX,102.0,167.0,TX,Everman,46.0,5836.0,19.0,0.0,3,6.0,32.0,19.0,Tarrant County,32.6309623718262,-97.289176940918
TX,941.0,1436.0,TX,Cedar Hill,375.0,32093.0,79.0,2.0,6,6.0,117.0,120.0,Dallas County,32.5884666442871,-96.9561157226562
TX,162.0,229.0,TX,Crowley,52.0,7467.0,19.0,0.0,1,6.0,29.0,15.0,Tarrant County,32.579029083252,-97.3625183105469
TX,1499.0,2147.0,TX,Weslaco,421.0,26935.0,106.0,1.0,0,6.0,153.0,227.0,Hidalgo County,26.1595230102539,-97.9908447265625
TX,637.0,838.0,TX,Ennis,152.0,16045.0,31.0,3.0,0,6.0,69.0,49.0,Ellis County,32.3293151855469,-96.6252670288086
